motif	motif_name	motif_dir	motif_cat	motif_rank	GeneSymbol	edge_v
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Phc2	2.07206531825882
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rasef	2.0712969725694
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pdgfb	2.0706832732465
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ddx59	2.07032568205141
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	0610030E20Rik	2.06986635415888
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Msn	2.06869471857833
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cldn2	2.06838959363704
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Uhrf2	2.06529959828458
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sprr1b	2.06524912533642
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Puf60	2.06504729218214
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pcsk1n	2.06459351024765
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Kctd20	2.06313454102438
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sh3rf1	2.06203099704855
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fer1l4	2.05978244440026
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Asf1b	2.05958313531833
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Notch2	2.0589360117801
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hdac10	2.0589360117801
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Vill	2.05551732784983
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Snrnp200	2.05531996611869
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tada3	2.05492551152127
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Blm	2.0527133553222
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pstpip1	2.0492458184065
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ago2	2.0492458184065
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	C2cd5	2.04754660357697
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mtmr7	2.04628861957244
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sec31b	2.04585401117045
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ncl	2.04508244626504
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cul4b	2.04479346245806
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Oxct2b	2.04450467081587
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nfe2l2	2.04363944632668
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Map2k4	2.04339941178682
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Abcd4	2.04301563225724
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hnrnpul1	2.04268010314466
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ltn1	2.03900629105766
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	E2f4	2.03791491948264
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Vamp8	2.03692083935817
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sptan1	2.03578752703018
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tmem18	2.03545753392086
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Axl	2.03338901331807
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pex1	2.0329671178413
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rbbp8	2.03259244340253
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Troap	2.03203103712131
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Lamc1	2.03133029827961
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Foxj2	2.0301649069242
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fry	2.02969962459782
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nelfe	2.02965312376991
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sub1	2.02956013704824
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Slc9a5	2.02788977159717
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Snx33	2.02788977159717
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ric1	2.02682594731703
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Adam17	2.02585690009779
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Krt14	2.02429253646282
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	N4bp3	2.02145429953726
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hibadh	2.01945126064023
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Akt3	2.01908806222316
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Lama3	2.01804555553003
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Creb5	2.01619335802158
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Prps1l3	2.01556270520392
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ckap2l	2.01538268676325
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Anapc1	2.01434902630905
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Polr2g	2.01246779727016
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cenpf	2.01139645665434
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Anp32b	2.00921730819686
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nup188	2.00612308505879
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mroh1	2.0053749462314
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Golph3	2.0051991007054
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zfp740	2.00427707800453
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Riok3	2.00379489382168
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sipa1l2	2.00248256058528
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pvt1	2.0022205691344
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hnf1b	1.995248844409
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ttll12	1.995248844409
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pfkm	1.99396204500268
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Plag1	1.98970004336019
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ezh1	1.9888526392242
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Smndc1	1.98842955640272
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Bcl2l11	1.98800688534074
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Birc6	1.98674133471648
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Gna15	1.98505965020706
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ripk4	1.98338445244282
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nfix	1.98296666070122
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Xpo6	1.98213228103649
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zdhhc5	1.98171569157347
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Banf1	1.98005331832116
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zdhhc16	1.97963871735229
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rabep1	1.97922451180644
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tmem184c	1.97757162881451
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cacul1	1.97715938912347
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mms19	1.97551433230083
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Arv1	1.97183558057553
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sf1	1.97142874730746
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cercam	1.97061622231479
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Thumpd3	1.97061622231479
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Slk	1.97021052916814
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Siva1	1.96859153574838
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ercc3	1.96859153574838
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Taf5l	1.96859153574838
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Anxa9	1.96818772866963
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mal2	1.96697855531709
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ptpn21	1.96657624451305
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Stxbp6	1.96297212024422
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Marc2	1.95860731484178
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sec1	1.95860731484178
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	P3h2	1.95821268102825
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nek9	1.95821268102825
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tmprss11f	1.95742448755981
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hsh2d	1.95663772197887
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ckap5	1.95663772197887
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Sfxn5	1.95624487303132
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Trim33	1.95624487303132
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Anp32e	1.95624487303132
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Camsap2	1.95546023960759
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cebpz	1.95233580539844
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pard3	1.95194682688439
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ctage5	1.95116991347165
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Msmo1	1.95000714307986
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Kat5	1.9457700901366
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nt5c3	1.94385773794095
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Phlpp1	1.9434762759209
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	AI506816	1.94233389609017
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cyp3a13	1.94195376960472
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Supt3	1.94043658209873
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pprc1	1.93629144060858
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ttll7	1.9359165640364
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zfp239	1.93292914395463
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ogg1	1.93107238831793
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hk2	1.9303319030884
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pdcd6ip	1.92996213339224
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mtmr11	1.92996213339224
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Akap9	1.92922353715657
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Gmcl1	1.92518355935483
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Chuk	1.92481814538131
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rpap3	1.92481814538131
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Wdhd1	1.92299567320665
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tuba1c	1.92263209471584
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pax2	1.92263209471584
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ptk2b	1.92263209471584
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ap1m1	1.92226882034761
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Adap1	1.92226882034761
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cwf19l1	1.92226882034761
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Egln1	1.92118081690115
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Agfg2	1.92045699259709
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Jade1	1.92009553233328
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ash2l	1.92009553233328
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Shcbp1	1.91829272990265
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zbtb42	1.91793306571489
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fzd1	1.91793306571489
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	2610507B11Rik	1.91649738016973
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Spg21	1.91578131326076
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Brpf1	1.91542372206567
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Slc26a2	1.90974194706868
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ly6c1	1.90657831483776
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ncmap	1.90552887135836
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Atf6	1.90552887135836
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nrip3	1.9051796196452
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fhdc1	1.90448195767685
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Bfsp1	1.90413354652146
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Trio	1.90378541465359
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pold1	1.90343756162586
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zfp618	1.90308998699194
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cdca5	1.89859664944467
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ccdc71l	1.89859664944467
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cpsf3	1.89825292605363
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Abl2	1.89448981523003
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Celf2	1.89380910273658
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ddx1	1.89177334362507
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Usp6nl	1.89109687233269
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Smtnl2	1.88840147511961
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fxyd5	1.88739499846543
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Eps15	1.88272870434424
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mrpl49	1.88008458974201
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	P2ry12	1.87942606879415
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Cct8	1.87909718238547
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ptbp1	1.8784401558125
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tab1	1.8784401558125
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fzd7	1.87811201489632
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Alg8	1.87712907713556
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tmc3	1.876801924968
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ccnt1	1.87516985058614
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Csde1	1.87419354186047
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rdx	1.87386859273802
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Nip7	1.87289520163519
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Brk1	1.8699880503281
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Dcaf5	1.86966623150499
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Pex5	1.86902330839438
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Letmd1	1.86806070478958
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Tmbim6	1.86614187479667
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Edc3	1.86550414416533
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Upk2	1.86518562967954
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Zfp948	1.86486734862323
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Hspb6	1.86454930065449
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Snx5	1.86296254521049
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Arhgef12	1.86201326727647
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Ifnlr1	1.86075078242839
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Clasp2	1.85855022659953
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Eri1	1.85761053388116
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Slc22a15	1.85667287000795
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Fhad1	1.85667287000795
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Eif4g1	1.85604888357604
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Arpc2	1.85542579239038
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Prkag1	1.85511458171286
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rab10	1.85418228550817
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rhno1	1.85356186471423
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Exosc1	1.8523236757589
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Rrp1b	1.85201467931619
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Xpo5	1.85047298624565
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Recql4	1.85016530328422
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Arhgap42	1.84863014975254
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	1810058I24Rik	1.84801760454253
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Slc44a1	1.84771165561694
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Bsn	1.84679509991572
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Galk1	1.84679509991572
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Slc25a17	1.84649001069916
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Dnah2	1.84466396253494
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Snx10	1.84405698202816
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Arfgef1	1.84224111395314
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Urb2	1.83953146888096
TEAD1	TEAD1_TEAD_HepG2-TEAD1-ChIP-Seq_Encode	up	TEAD	16	Mkrn2	1.83268266525182
